75.318
77.583
79.915
82.318
84.793
87.344
89.975
92.689
95.49
98.382
101.37
104.46
107.65
110.96
114.38
117.93
121.62
125.44
129.42
133.56
137.88
142.38
147.09
152.02
157.19
162.63
168.36
174.42
180.85
187.7
195.02
202.91
211.44
220.77
231.06
242.58
255.74
271.21
290.24
315.83
359.5
